,Unnamed: 0,airline_name,author,author_country,content,cabin_flown,overall_rating,seat_comfort_rating,cabin_staff_rating,food_beverages_rating,inflight_entertainment_rating,value_money_rating,Month,Year,recommended
16860,25121,lufthansa,Jeff Michel,Switzerland,ZRH-FRA-GOT. No problems with the flights (although first one a bit delayed). Staff attentive and efficient and planes clean and neat. The sandwich they serve is Economy for the flight is Mozzarella Egg Plant and Aubergine! What on earth makes them think that this is a good combination and why not just serve a cheese sandwich? Judging by the amount of them left by passengers this is a common view point. Overall very good service but trying a little too hard to make a basic sandwich snack into something almost inedible.,Economy,10,4,5,1,1,4,6,2014,1
9641,13269,croatia-airlines,D Blazic,Croatia,Flew Zagreb - Frankfurt return. Check in was fast and smooth. Outbound flight on A320 very clean aircraft. Staff were great very friendly and attentive to all passengers. There was no inflight entertainment at all just a few screens with commercials. Generally good service for 1.5 hour flight.,Economy,7,3,5,3,0,4,2,2013,1
21195,32048,south-african-airways,Derek Salter,South Africa,CPT to JFK via JNB (6 March) and LHR to CPT via JNB (20 March). On time for all flights. Comfortable seats - good entertainment system. Flight to JFK lightly loaded so able to spread out - helpful given that it is a 16 hr flight. Others completely full. Check in staff very helpful. Staff on all fights excellent - pleasant food and regular visits to the cabin with drinks during night flights. Prices on the high side but well recommended.,Economy,10,5,5,5,5,4,3,2013,1
24700,37917,united-airlines,G Moore,Canada,"YOW-EWR-PBI on the Sunday of March Break. Both flights on time using Embraer emb-145 and brand-new Boeing 737-900er with scimitar winglets and boeing sky interior. Ground and flight crew really polite and helpful with special mention for the check-in agent at YOW for being a brilliant help. Both flights on time with good seat comfort (I am 5'11"" 160 lbs.) with the real treat being the new plane and the boeing sky interior. My only gripe was the lack of IFE on the almost 3 hour EWR-PBI leg but with a book and music it was no big deal. Would recommend United for a reliable (but not outstanding) trip quality.",Economy,7,3,4,2,1,3,3,2015,1
15514,23084,korean-air,P Dean,Australia,KE928 Rome to Incheon 11 Jan 2015. Online check-in available 24 hours prior to flight. At airport very helpfully friendly staff. Staff said he would meet us at gate and give us onward boarding pass through to Brisbane. Had assigned seats we requested. Gluten free meal g/f sticker put on back of seat. Drinks order taken in advance. Very generous leg room for economy. Drinks always being offered juice or water. Cabin crew always in sight. Answered call bells promptly not that we needed to use them. Safe flight even with some turbulence.,Economy,10,4,5,4,0,5,1,2015,1
9358,12774,china-southern-airlines,Tipu Sultan,United States,Round-trip from Los Angeles to Dhaka Bangladesh. Competitive price and ok service. This airline is fast learning and improving. English is poor along with other short coming but I was ok with it. They are improving and learning.,Economy,7,5,3,3,4,5,6,2013,1
4664,6372,alitalia,R Hagey,United States,My husband and I were scheduled to leave July 31 aboard Flight 621 headed for Rome. Plane was set to take off at 4.30 pm. It was late we taxied out on the runway and then stopped. It took the pilot 2 hours to tell us that we had mechanical difficulties. At 8 pm we were told that the plane could not take off. We were herded off the plane told to reclaim our luggage and told we would be put up at a hotel. Ushered to the sidewalk outside Bradley International Terminal to await a bus. For 90 minutes we were shuttled back and forth from one side of the sidewalk to the other. The Alitalia representatives were useless. We finally got on a bus to a Marriott Hotel we got there at 9.45 pm only to be told that there was no room at the inn and we now had to go to another Marriot. At 11 pm we arrived at the next hotel. The bus picked us up the next morning for our reschedule 11 am flight which of course was late. The plane was straightened out but the food sitting in their kitchen overnight was congealed. The crew were indifferent. We arrived in Rome at 8.15 am local time. Now if you have a plane-load of people delayed by almost a day many of whom have connecting flights wouldn't you think the airline would have spent some time going through the passenger list to make sure they would be rebooked onto other flights? We got off the plane only to find out that we had to reclaim our luggage once again. We were escorted to the ticket counter and left to fend for ourselves. It took us hours to book our connecting flight to Istanbul. As we made our way through the airport which by the way has no people movers or luggage carts we kept running into fellow passengers. Absolutely no help from Alitalia. We boarded a bus that would take us to our plane it was easily in the 90s outside and the bus had the heat blasting. No one from Alitalia noticed. Our flight was delayed. Of course.,Premium Economy,1,3,1,1,1,1,8,2014,0
13279,18921,gulf-air,Massimiliano De Carli,Oman,From MCT to BOM then back BOM-MCT. I must say that the entertainment wasn't good at all. The food from MCT-BAH was not very special it was a small sandwich which I think is very good for a 1 hr 20 min flight (in Europe you wont get a meal but drinks only if lucky). The connection times were very bad we arrived in Manama at around 0 am and had to catch the next flight at 10 am and we would have to sleep on the floor. The Crew were very nice nothing to complain about. The flight to Bombay was really nice the meal was a nice Chicken tikka but we could choose from vegetarian to beef to chicken.,Economy,8,3,5,4,2,3,10,2013,1
15720,23354,kuwait-airways,John Evans,United Kingdom,Just returned from Bangkok to London via Kuwait. All on time staff all very pleasant food ok did not use entertainment system so can't comment. Would recommend and fly Kuwait Airways again.,Economy,9,4,4,4,0,5,3,2013,1
9324,12733,cityjet,James McMahon,United Kingdom,"My wife and I returned from a week in Amsterdam on 17/3/15. Our flight WX0196 was cancelled due to adverse weather at London City Airport so we were put on a later flight. As we approached for landing the plane took off again and we were landed at Stansted instead. There was an announcement over the PA system that if we made our own way to London we could reclaim the cost of travel back to London. So far so good as they cannot be held responsible for the weather. When I emailed CityJet they said they were not going to reimburse the £38 for the train fare back to Liverpool Street and that the announcement on landing at Stansted should not have been made. I paid nearly £300 for our return tickets so not budget price tickets. I will not use this airline again as their ""customer care"" is non existent. There are other airlines that fly from LCY so choose carefully. CityJet is operated out of Dublin by KLM and an Air France alliance so their ticketing will be on the same flight.",Economy,1,2,1,2,1,1,4,2015,0
2695,3548,air-india,S Ivatury,India,"Flew Chicago to Delhi, business class, June 6 2015. Unlike most of my experience on other flights with Air India the crew disappeared after they served drinks and food. Just no service. On most other Airlines its common to see the crew walking with drinks every 15 mins or so. Well Air India did not think that's necessary. Food is average. Crew do not even bother to check if the amenities in the toilets are there. 
",Business Class,1,3,1,2,4,1,6,2015,0
878,1308,air-berlin,Heinz Haffner,United States,I am a 1.8 million miler with Delta and have flown millions of miles with almost every Airline in the world in Economy Business and First Class. We recently paid $10000 for two Business Class Tickets from LAX to Dusseldorf with Air Berlin because we wanted to fly on the same air line as family members returning form a visit - never again Air Berlin. It took more than combined 14+ hrs on hold on the phone to confirm our flights. They never answers our various email complaint forms I filled out. Their business class seats are small just like Comfort Economy seat  even so the decline to a full bed but you may fall out when you turn around. Food is average and overall service ranges form very bad to average. Never again.,Business Class,1,2,2,2,1,1,9,2014,0
18868,28170,regional-express,Brendan McGarrigan,Australia,Flew ADL-PLO recently. Staff member at the gate was very unprofessional always on his mobile and was very dismissive of my query. Showed little interest in providing any level of customer service something as simple as boarding the 36 passengers on the flight seemed to be an inconvenience for him. On board flight attendant on the other hand was outstanding and looked after everyone on board very well even booking me a taxi inflight. Inflight service pretty good tea/coffee with snack and a Mentos for landing. The plane itself was very old being a Saab 340 I expected this but the plane has not even been modernised and the cold water tap in the toilet had been decommissioned and replaced with hand sanitiser. All up Rex operate like an airline that knows it has a monopoly on many of it's routes given the conduct of their ground staff and condition of their planes.,Economy,6,0,0,0,0,0,4,2015,0
8567,11797,cathay-pacific-airways,T Patrick,Hong Kong,Sydney to HKG premium economy. Flight cancelled by SMS due to typhoon. Struggled to contact Sydney office ended up buying new ticket myself. PE class very empty and business class very empty too  even though I asked for upgrades due to extra cost and inconvenience. Seats etc good not much cabin presence as lights turned off. Food ok but really just a slight step up from economy. Think pricing wrong for this class as cabin always empty or filled on upgrades. Contacting CX while in Australia hard as phone line just went dead.,Premium Economy,7,5,4,3,5,3,8,2013,1
3673,4947,air-new-zealand,David Husband,Australia,NZ745 RAR-AKL then NZ709 AKL-SYD both in Y. Full-ish flights and friendly enough crews. F&B were good as far as they went but service was slow with an apparent reluctance to offer more than 1 drink with the works. Seats were bog standard Y for 320 but it does seem that seats on all airlines in Y get smaller as I get older! As a use of Airpoints this was good value for money.,Economy,5,3,2,4,3,4,4,2014,1
25778,39229,virgin-atlantic-airways,J Warren,United Kingdom,"LGW-CUN-LGW. Having previously flown Virgin, we were very much looking forward to this trip and we were not disappointed! Both flights were served by the airline's refreshed boeing 747's, and they were very comfortable to fly in - the new economy seats on this aircraft are without a doubt some of the most comfortable we have ever used on long haul. However, I did notice that both planes seemed to echo an eerie sense of flying back in the 1980s/90s, despite them both having been refreshed - eg: old style overhead fittings and noisy cabins. Moreover, the touch screen IFE was quite tedious to use, depite it's generous offering of films and music. I would suggest that the airline deploy their newer airbus A330-300s on more of their Gatwick routes, as they are, in contrast, quieter, more modern and comfortable. However, both sectors had excellent crews who were eager to engage with their passengers, and it was clear that they took a pleasure in their duties. In addition, it is pleasing to see that Virgin have retained some thoughtful touches, such as amenity kits. However, the meal service is a big let down. The catering quality is fine, but portions do need to be bigger, especially on a long flight of 11 hours. Moreover, the snack service could also be revamped, as it is still very limited and has not improved since our last flight with Virgin two years ago. Clearly, the Virgin Atlantic economy experience delivers a solid product, but still leaves room open for improvement. We would certainly consider flying the airline again, but would try to avoid flying the 747 in favour of the airbus A330-300, due to it's enhanced comfort.",Economy,7,4,5,3,3,4,7,2015,1
2618,3454,air-europa,C Raabe,Germany,PMI-BCN. Fast check-in. 35 min flight without service - as expected. Very comfortable plane arrived on time. Definitely recommended.,Economy,10,4,3,0,0,4,5,2013,1
19392,28840,royal-brunei-airlines,Ngoun Van,Australia,Flew MEL-BKK-MEL twice so far. Flight on schedules with very attentive staff. Food and drink are adequate except no alcohol served. Entertainment is good. Overall RBA is a goo airlines with a very competitive price over others. Will continue using them.,Economy,8,4,4,4,4,5,5,2013,1
20013,29773,sas-scandinavian-airlines,L Eriksson,Sweden,I have flown SAS more times than I can count and have never had a bad experience. There are no hidden fees which most airlines seem to have these days the planes are always comfortable and the food that is served is good. On longer flights two meals and drinks (non-alcoholic) are typically included while on shorter flights there is food for purchase on board. A couple of times there have been slight delays with SAS but as I have been informed of the delay in plenty of time there has never been an issue where I have been stuck at the airport waiting.,Economy,10,5,4,5,5,5,4,2015,1
1881,2620,air-canada,A Eric,Canada,I am a Million Miler who flies business on long haul with AC. The angle pod seats were a great addition some time ago and provided business passengers with a feeling of value for money-true lay flats reasonable privacy etc. I cannot understand why AC would want to screw this all up with the new high density layouts in both business and economy-the business seats are resulting in mass complaints and mass desertions to other airlines. They downgraded their product to Hong Kong (in economy there are two or three fewer washrooms for 100 more passengers line ups a mile long the toilets are backing up as they are not designed for this volume of passengers. I have never in all my years heard more angry passengers than the Honk Kong to Vancouver AC passengers in any class. For a crass money grab on these routes AC is risking a big revenue loss to Japan airlines Cathay and other Asian airlines and on Europe runs to British Air and others even Lufthansa. This high density move is a complete disaster on the 777's and AC should reconsider. For those of us in the air a lot this change of equipment downgrade is a real choice maker.,Business Class,6,1,5,4,4,2,3,2014,0
21714,33809,sunwing-airlines,K Brooks,Canada,We travelled SunWing for the first time on April 27th to Cuba. We decided to upgrade to the 'Elite' service as it was our honeymoon. We were completely disappointed by Sunwing and the staff at Pearson. Started off with the 'priority' baggage handling. Told that they could check our bags starting at 12.45 so we got in line at that time. Got to the counter at 12.50 but was told they were still checking late bags from the previous flight and asked to stand to the side of the line until those were done. As we stood there waiting they started letting people from our flight on. We approached the baggage lady and were told we had to go back and stand in line again (which was now a huge line up). A few hours later we found ourselves waiting for the 'priority' boarding service. They called this so we went to the line and found about 60 people ahead of us. We assumed they were all flying elite but 30 seconds after the announcement for priority boarding they started boarding everyone else. The wife and I went to the desk and asked if we were still getting boarded first. The woman working at the desk said we were and said to give our ticket to the woman checking boarding passes who just stood there and intentionally ignored us while continuing to check other peoples passes. This went on for about 5 or 6 passengers until I asked her if she was going to take our boarding passes which I slid across the desk when her partner asked us to. I picked up the boarding passes and held them directly in her face as I guess she was expecting me to do. Once landed in Cuba our 'Elite' seats were in the middle of the plane (which they off loaded from both front and back) so we ended up being last off the plane. After clearing customs from the back of the line we found our bags just sitting alone in the airport. Landing back in Canada our bags were not brought off first as they were supposed to. The only bright notes was from the Cuban Airport staff. They actually did allow us priority boarding from Cuba. We will likely not ever fly Sunwing again and for sure not waste money on their 'Elite' service.,Premium Economy,6,1,1,3,2,1,5,2015,0
15138,22615,jetstar-airways,M Potter,Japan,Flew Jetstar Tokyo to Sydney via gold coast. Flight was delayed by an hour. I tried to buy drinks on the plane and staff rudely informed me that they don't take cash (AUD or JPY) and only credit cards which I didn't have. To be fair the flight was a lot cheaper than any of the other full service airlines but you get what you pay for. Flew back to Tokyo on Air NZ a few weeks later and was amazed at the difference. Chalk and cheese. Seats are uncomfortable and have minimum legroom (even on a large aircraft such as the A330). Cabin crew are rude (and their polyester polo shirt uniforms are awful). Check in staff appear to be overworked. For short haul flights Jetstar are OK but for anything longer than 4 hours your better off going with a full service airline.,Economy,2,1,1,0,0,3,1,2014,0
18711,27961,qantas-airways,Catherine Shaw,Australia,My husband and I had the best experience flying on the brand new A380 from Sydney to Dallas on October 2nd 2014. It was quiet and very spacious. We caught 10 flights in 5 weeks all business class (as we are both middle aged) and even our return flight on the Qantas 747 from Tokyo was great too. All our flights with other airlines were really very good but the Qantas planes and the Qantas staff shone the brightest. All meals were excellent. We also loved being able to sit in the bar and chat with fellow passengers in the A380.,Business Class,10,5,5,5,5,5,11,2014,1
7123,10099,brussels-airlines,A Coutsouradis,Belgium,Washington-BRU on Nov 21st. Newly equipped Airbus for this flight. Perfectly on time. I am a frequent flyer of Brussels in Europe. The worse disappointment on this airbus is the poor comfort of the economy cabin. Compared to Lufthansa you seem to sit on a wooden bench! The video equipment is latest generation though the least as you can't manage to sleep!,Economy,5,1,0,0,5,0,11,2013,0
25090,38362,us-airways,T Porfirio,United States,"I am extremely dissatisfied in US Airways customer service. Our flight to CLT from BOS was delayed due to not having a flight crew and CLT was not allowing any flights to land so we were assured that our connecting flight to MBJ would be made. When we finally got to CLT the flight attendant informed us that the flights were ""on time"" meaning their original time as we were in the air heading to CLT so we were not able to make our connecting flight. He was not able to give us any information (which is ridiculous) and we were promised that there would be US Airways staff at the gate. Of course this was a lie we had to wait in a 3 hour line told there were no other flights to our all inclusive resort told to get a hotel that the airline did not pay for we were in line for standby only once we got to the airport at 6 am. The kiosk assistant tried to split the 3 female travelers up heading to a foreign country after we had each paid 870$ to fly together and then found there were 3 seats on the next flight which demonstrates her incompetence. Our luggage was not available to us.",Economy,3,4,1,4,1,1,3,2015,0
7009,9959,british-airways,Neil Astley,United Kingdom,"Fantastic from the word go. Check in was great, Concorde lounge great along with the spa elemis treatment which was lovely. Good service and attention to detail. Crew onboard delightful. Food was nice and was a real pleasure.",First Class,10,4,5,5,4,5,6,2015,1
18623,27721,qantas-airways,W Coenik,Australia,Flew economy from Melbourne to Brisbane return for the Australia day long weekend. Up on the Friday and back on the Monday. Got exit row seats up and back on a Boeing 737-8. Going up it was a 10am flight so only a light snack which was some nuts and a health bar of sorts. This must have been an old 737 as no inflight entertainment so listened to the radio. On time and a fuss free flight. Coming back on a newer Boeing 737-8 with inflight seat back screens. I still only listened to the radio. As it was a lunch time flight had a choice of a chicken sandwich or a soggy veggie pie. Again a fuss free flight and on time. I had checked in luggage which arrived without too much wait. Overall a good trip from Qantas.,Economy,8,4,4,3,3,4,1,2015,1
16410,24512,malindo-air,R Subash,Malaysia,I was on flight OD231/232 from COK-KUL-COK last week was pretty sceptical in the beginning due to many negative reviews I came across. Nevertheless I must say that the flight was very OK (in terms of value for money) staff were very friendly and approachable. Food was not bad either the delay was tolerable too no missing baggage etc.. Would fly with Malindo again.,Economy,8,4,5,4,3,4,1,2015,1
16444,24550,malindo-air,N Kenneally,Bangladesh,I flew from Bangladesh to Thailand via Malaysia. They canceled the outward leg on the day of travel and then the return leg. I had to make my own way to another airport next day (7 hours by bus). On the way back they did help me get an internal flight to my destination airport and a hotel overnight as I had to wait. These cancellations are regular. The aircraft they operate are nice and new. Staff are professional. The food is fine. Inflight entertainment is from a limited selection. One nice feature is that you can charge from a USB socket in your entertainment console. But the amps are very low so you only get a tiny charge.,Economy,3,4,4,3,3,3,7,2014,0
22106,34440,sunwing-airlines,Praimnath Sankar,Canada,On return flight from Toronto to Vancouver both legs were 3 hours late due to 'the aircraft from the Caribbean flight being late'. Myself and other passengers inquired about the 'Champagne flight' as advertised but was told by the attendant that it only on the international flights that champagne is served. Well many of us were mistaken about that. I will not travel Sunwing again and I told them so but I don't think they care enough to respond.,Premium Economy,1,1,2,2,2,1,11,2013,0
14986,22439,jetstar-airways,Oscar Nyholm,Australia,I flew from Melbourne to Phuket on the new Dreamliner Star Class. The business class on the 787 is the exact seats on the Qantas A380 Premium Economy and the food of Qantas Domestic Business Class but better! The food was fantastic and the entertainment was good. Since I'm a Qantas Club member I got lounge access at both Ports so no Max Bundle needed. I was travelling with my wife and child. The overall price for all 3 of us return was only $3700! Because we needed baggage we needed to select the max bundle in economy and that added up to $4100. I couldn't believe that I was flying business class cheaper. Flight was good and the Australian Singaporean and Thai crew were excellent! One thing was that the boarding was from the front door so all the economy passengers were just looking at us like 'why would you pay that money?',Business Class,9,4,5,5,4,5,7,2014,1
17730,26274,norwegian,Patricia Turner,United Kingdom,I took a return flight to Ft Lauderdale returning Saturday 1st November. After reading some negative reviews I was anxious at taking this flight but I was very pleasantly surprised. The flight was on time both ways the new Dreamliner was amazing the entertainment very good. The only negatives were the sandwiches that came with the food package as they were inedible and one or two of the flight attendants may wish to review their career choice. I would most definitely use Norwegian again and would not hesitate to recommend them to friends and family.,Economy,10,4,3,3,5,4,11,2014,1
4900,6731,alitalia,Joanne Brennan,Canada,Flew from Toronto to Rome and then Rome to Toronto (end of Sep). Not impressed. Food was terrible condition of plane was poor and customer service let's see was non existent. As many others have commented they serve drinks then dinner and then they disappear for 5.5 hours. Even if someone pushes the bell for service they just ignore it. Unbelievable. Waited 2 hours to get our luggage in Toronto because they needed to search the luggage before they released it. Will never take them again.,Economy,1,2,1,1,1,2,10,2013,0
3504,4737,air-new-zealand,V Hunter,New Zealand,We booked an infant fare with Air NZ for a flight from Auckland to London and had to pay an extra $100 each leg to access a bassinet seat. The infant fare also doesn't include checked luggage which meant we had to spend another $155 each leg for 23kgs of luggage. Compare this to Qantas where both the 'extras' of the bassinet seat and 23kgs luggage were included as part of the fare. Overall we had to spend $255 extra on each leg for an infant to travel on top of a relatively high base fare. When I discussed this with AirNZ customer service they indicated the cabin luggage limit of 7kgs should be perfectly fine for travelling long haul with an infant obviously never travelled with a child. Very disappointed with Air NZ's approach to infant travel as well as the response of the customer service representative.,Economy,1,3,4,3,3,2,11,2014,0
26367,39874,virgin-atlantic-airways,A Hallatt,United Kingdom,"09/09/14 VS016 from MCO 19.35 (Delayed until 21.20). I have flown with Virgin a few times and they usually a good airline to fly with (and I have written positive comments accordingly) but this last flight the attendants were completely disinterested in their customers. Such a shame to see how much the staff on this particular flight have let their company down. We were sat in the emergency exit seats and a staff member seemed more interested in using the exit door as a ""beat box"" with his hands and yawning without having the courtesy of at least putting his hand over his mouth. Our friends on the other side of the plane were served with the same amount of interest. Come on Virgin Atlantic where is the professionalism?",Economy,6,2,1,2,5,2,9,2014,0
9737,13529,copa-airlines,A McCullough,Canada,Flew Toronto to Panama City Direct got a great seat-sale. Did the web check-in for way down got row 11 and when you do the web check-in for the first leg it automatically did the web-check in for our return flight but somehow we got row 30 not sure how that happens? We checked in at Panama City and were able to get row 32 (only row where a seat hadn't been booked). Agent gave us aisle and window and nobody booked middle seat so we got lucky and had all 3 seats to ourselves. Service on way down was outstanding but I think they were short-staffed on way back because service was slow and they ran out of chicken meals (to be expected I guess when you're at the back of the bus). Blankets pillows drinks meals and headphones were all provided without extra cost. Would definitely fly Copa again.,Economy,7,4,4,5,3,5,11,2012,1
4032,5430,air-blue,P Barker,Australia,With its new web site this airline has gone from being Pakistan's best to Pakistan's worse. You can no longer change bookings online. You cannot ring their contact numbers from outside Pakistan to change your booking. Booking change fees have doubled. And you now loose your money as you can't get a refund on a credit card ticket. Obviously Air Blue is now no longer interested in international passengers including dual national Pakistanis living overseas.,Economy,2,4,3,3,0,2,11,2013,0
23512,36232,thai-airways,V Blaxell,Australia,MEL-BKK. More comfortable than economy but otherwise this version of Thai's business class product is at best not quite up to par and at worst very poor. On this 777-200 the pod style seats looked plastic and worn out with obvious signs of age and wear. Seat control module was not always responsive upholstery was exceptionally hard. Slightly angled full recline was not a major issue for me but the short footrest area was as my feet dangled over the end and dragged me ever closer to the floor. IFE is unexceptional and the screen and controls very old fashioned. Food was much lower in standard than economy food on SQ MH or CX. FAs tended toward the sullen some with very poor English indeed. Nevertheless they were attentive throughout the flight. The whole experience was mediocre. It's a long flight and a busy route for Thai and they might think about treating their Australian customers better.,Business Class,6,2,3,1,3,1,5,2013,0
17580,26049,malaysia-airlines,R Jones,Australia,Flew from Sydney to London and back 4/9/13 - 9/9/13. A330 and A380. Have to say disappointed in comparison to Emirates and Singapore. Seats seemed small even on A380. Biggest gripe was that it was freezing - on all legs. I did ask why it was so cold and was told I could have an extra blanket. Staff were ok nothing remarkable. No eye shades and I was so sore because of the seats. Entertainment was average. Food ok. It was alright but I'll never book with them again as it was too cold and uncomfortable.,Economy,4,1,3,3,2,3,9,2013,0
24627,37842,united-airlines,Steve Bryant,United States,"A recent flight from London to New York recently was perhaps the worst experience we've had. We recently flew Nashville - Dallas - San Francisco on United (first class). Food service etc was great. But woe to the huddled masses. For some reason on the return we were bumped to business (first leg) then economy (last leg). For a six hour flight ""breakfast"" was a box with a roll candy bar and yoghurt. But the last leg we were seated in economy and the blinders came off. Seats were probably used on misbehaving prisoners - as ergonomic as a stone carving tattered ""leather"" painfully thin. Video screens (and I use the term loosely) had been randomly attached to the ceiling for which earphones could conveniently be purchased. I'm unsure which is worse - this or the ""individual screens"" on the last AA we flew - scratchy color off glaring possible the worst picture quality on Earth. No problems with bags or leave time.",First Class,5,1,3,2,1,3,4,2015,0
16766,24975,malaysia-airlines,Robert Jan van Pelt,Malaysia,Flight from Hong Kong to Kuala Lumpur. Unfortunately we experienced a delay while already in the plane because of high traffic at HK airport. The FA's immediately started distributing drinks and peanuts. The flight overall was a pleasant one with friendly and pro-active service and good food. I'm not a big fan of the 737-800 though. The older 777's that they also operate on this route are in my view much more comfortable.,Economy,8,3,4,4,3,4,8,2014,1
1329,1989,air-berlin,Thomas Echter,Germany,Berlin-Abu Dhabi-Phuket. Good things first: Flight crew very friendly very helpful making the best of the basic services Air Berlin provides. You receive a glass of wine with dinner (but they have to explain: only one!). Headphones are charged for 3 Euro. The onward boarding pass (Air Berlin flight Air Berlin plane) from Abu Dhabi to Phuket has to be picked up personally at Etihad counters in Abu Dhabi as Air Berlin cannot issue them - in Berlin! Overall - if cheaply priced ok. If expensive definitely not.,Economy,6,3,5,4,3,3,5,2012,1
11840,16673,etihad-airways,Mark Craddock,Australia,Travelled from Jakarta to London Heathrow. Miserable experience with little to no customer service whatsoever. On both flights I wasn't even offered one drink aside tea or coffee during the dinner/breakfast service! I was also woken up three times whilst wearing a seatbelt to be told to put it on despite it being fastened clearly visible over the blanket! It seemed the only thing crew were interested in was the mandatory trolley service. Beyond that cabin service was non existent. My summary never again.,Economy,1,1,1,1,4,3,12,2013,0
7360,10397,british-airways,V Pervaaz,United States,"I have been a loyal customer for the last 10 years and have progressively seen the service cleanliness and interest in client satisfaction decline. I just came back from a NYC-LHR-Dubai trip and will not fly BA again. Several reasons: my seat in Business Class was noticeably filthy - crumbs on the seat and hair on my pillow. When I told the attendant she just fluffed the pillow and walked away. I was hounded for not filling out the breakfast form in 5 minutes (the plane had not even taken off) and told that ""I would not get breakfast"". I was served raw chicken and when I expressed interest in another dish was told that all the other passengers had eaten and that there were no more dishes on the plane? The dish was taken away but no follow up or apologies - not even an extra bag of nuts to ensure that I was not hungry for the 7.5 hr flight. Perhaps the most disturbing part of traveling with BA is that the staff are unapologetically arrogant disinterested and unapproachable and any response is as if they are doing you a favor. As a customer paying nearly 10000 USD for a round trip ticket I shouldn't be afraid to speak to staff and highlight a dirty seat or food that is not cooked. The seats on two of the legs were broken and my screen did not work on three of the legs. There are plenty of other first class carriers out there that I will now become a customer of.",Business Class,1,2,1,1,3,1,2,2015,0
13029,18599,frontier-airlines,Michael Little,Australia,Portland-Denver-Jackson Hole in A320/A319. Smooth online booking online check-in and bag drop Flights on time and the service efficient. Seats in the cheapest part of the plane offered as much legroom as premium airlines' Economy. A non-alcoholic drink was served on each leg (no free snack). The hub at Denver was quite crowded and busy. Luggage took a long time to be unloaded at Jackson Hole. Overall a good experience.,Economy,7,4,4,3,0,5,8,2012,1
16615,24770,malaysia-airlines,Ting Tw,Malaysia,The staff were not friendly for welcoming the customers onboard. The staff did not guide the customers to their seats. Furthermore the cabin crew missed some rows while serving the drinks. The choice of drinks is very limited as well. No biscuit and no bread served but just a small packet of peanuts. The legroom in economy seat was not good. The lavatory was fairly clean. However the ticket price was very reasonable and affordable.,Economy,5,3,3,3,1,5,12,2014,0
7706,10856,cape-air,P Creedon,United States,BOS-ALB-OGS. Leg #1 We were about 10 minutes late due to weather (Can't control mother nature). We more than made up for the delay by arriving a little bit early. We had a great tail wind. Leg #2 arrived 15 minutes early. I grew up with this airline and hope it continues on into the future.,Economy,4,0,0,0,0,0,12,2014,1
25784,39235,vietnam-airlines,T Dunning,United Kingdom,Flew from Gatwick to Hanoi Premium Economy. Plane old and very tired service was acceptable food was the best I have experienced on a flight. Return flight from Hanoi to Gatwick. Plane old and very tired service was unacceptable and food was inedible. I understand that the airline is about to take delivery of new planes. Lets hope its the start of a consistent service for Vietnam Airlines.,Premium Economy,2,1,3,3,2,3,3,2015,0
3207,4241,air-france,M Holu,France,CDG-JNB-CDG on A380. One of the best parts was the first lounge in CDG. Welcome is perfect the lounge is not so big but modern and beautiful. The dinner in the lounge was excellent with fine wines. Transfer by limo for Boarding was perfect. Nice welcome by the crew - all the other seats in first were empty! I did not try the onboard dinner. IFE is good but need to be improved compared to other airlines the screen is small. Full flat bed was very comfortable before landing at JNB breakfast was ok. On the return flight to Paris I stayed at the business lounge before boarding there is no first class lounge in JNB. Nice welcome by crew again all the other seats in first were empty. Served a very good champagne before take off. I was disappointed by the catering in first class from JNB wines were very good but food is far from standards in first class. I think that the IFE and the food must be improved on flights especially the return flight to Paris. Another problem is the lack of privacy in fist class fortunately I was alone on these flights.,First Class,8,4,4,4,3,4,11,2013,1
333,432,aeromexico,Carol Knox,Mexico,1 Oct 2014  San Antonio TX - Mexico City Mexico. Mexico City Mexico - Oaxaca Mexico. I live in Oaxaca and fly regularly to San Antonio to visit family in Texas. I have found the staff particularly patient helpful and courteous with my struggles to speak Spanish. My flights have been on time and the planes clean and pleasant. One trip my connection in DF was tight and the attendant booked me on the later flight in case I missed the one I was ticketed for.,Economy,9,4,4,3,1,5,11,2014,1
15437,23004,klm-royal-dutch-airlines,Steven Manootham,Germany,HAM-AMS-BKK in June 2013. HAM-AMS on E195 aircraft 50 min. short Inter-European flight. Nothings expected and nothing to complain. Soft drink with cracker and nuts was served. Transit at 4 stars Schiphol-Airport was very easy. AMS-BKK on B777-300 flight on time Y Cabin full and with KLM’s with 3-4-3 seats config (like EK/EY/OS/AF) very narrow seats narrow aisle I felt like a sardine in the can. Cabin crews old but experienced professional polite and strongly enthusiastic throughout the flight. Info from cockpit came often IFE very goods with touch screen and 500 programs Dinner (2 choices) with extra 300ml bottle of water for every passenger. Presentation and quality of meals were standard Y Class. Duty free offers a lot of choices. During the flight crews came often with ice creams/ crackers and water. Before Landing continental breakfast was served. After Landing crews are still “ on enthusiasm service” with helping passenger with their handbags/ saying thank you and goodbye with smiles. For me KLM is a 4 Stars airline in Y class product.,Economy,9,3,5,4,5,5,7,2013,1
